App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code
T-DOC,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=hu.tdoc.tdoc,"Mar 1, 2022",N/A,"1,000+ ",1.0.10,HU
Blood Pressure Diary,PEGI 3,0,True,4.7,70K,https://play.google.com/store/apps/details?id=com.bluefish.bloodpressure,"Apr 14, 2020","Dec 2, 2018","1,000,000+ ",0.1.17,HU
Davis's Drug Guide for Nurses,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.usbmis.reader.dadg,"Jun 4, 2022","Jul 5, 2011","100,000+ ",6.3.1.475,HU
Medicina Hospitalaria,PEGI 3,£6.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=lhidalgo42.nicolas.triantafilo,"Feb 17, 2019","Dec 10, 2017","10,000+ ",2.1.8,HU
Instant Body Temperature Checker : Fever Tracker,PEGI 3,0,True,3.3,4.99K,https://play.google.com/store/apps/details?id=com.newhealthfitnesstoolsapps.body.temperature.logger.thermometer.fever.tracker.test.checker.diary.info.history,"Sep 20, 2021","Dec 3, 2020","1,000,000+ ",1.3.5,HU
Szív City,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=otterworks.hu.szivcity,"Oct 18, 2021",N/A,"50,000+ ",1.2.2,HU
Blood Pressure Tracker BP Record,PEGI 3,0,True,3.8,1.42K,https://play.google.com/store/apps/details?id=com.innovationmobileapps.bloodpressure,"Mar 9, 2022","Feb 21, 2021","100,000+ ",2.22,HU
Pedi STAT,PEGI 3,£4.89,False,4.3,171,https://play.google.com/store/apps/details?id=com.qxmd.pedistat,"Nov 9, 2021","Oct 6, 2010","10,000+ ",3.0.5,HU
INR Diary,PEGI 3,£2.09,False,N/A,N/A,https://play.google.com/store/apps/details?id=be.webfactor.inrdiaryplus,"Feb 6, 2022","May 19, 2020","1,000+ ",2.2.2,HU
Anatomy Learning - 3D Anatomy,PEGI 3,0,True,4.4,103K,https://play.google.com/store/apps/details?id=com.AnatomyLearning.Anatomy3DViewer3,"Mar 29, 2022","Mar 20, 2014","5,000,000+ ",2.1.351,HU
Sanvello: Anxiety & Depression,Parental guidance • Parental Guidance Recommended,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,HU
Duna Plazma,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=hu.dunaplazma.dunaplazma,"Mar 28, 2022",N/A,500+ ,1.0.0,HU
Fetal calculator PRO,PEGI 3,£13.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.profile.ifetal_premium,"Mar 3, 2020","Sep 6, 2018","1,000+ ",1.1.1,HU
FeverFriend,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.feverfriendmobileapp,"Jun 15, 2022","Sep 11, 2020","10,000+ ",2.1.4,HU
AlbuSoins,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=fr.albus.albusoins,"May 2, 2022","Nov 17, 2016","10,000+ ",1.4.8,HU
5-Minute Clinical Consult,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.unbound.android.cq59l,"May 2, 2022","May 11, 2015","10,000+ ",2.8.10,HU
ICU Trials by ClinCalc,PEGI 3,£3.83,False,4.6,183,https://play.google.com/store/apps/details?id=com.clincalc.icutrials,"Mar 11, 2022","Jun 9, 2012","5,000+ ",3.2,HU
ASCCP Management Guidelines,PEGI 3,£9.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=org.asccp.app2019,"Feb 9, 2022","Jun 20, 2020","10,000+ ",1.7,HU
DrugDoses,PEGI 3,£10.32,True,4.1,272,https://play.google.com/store/apps/details?id=com.DrugDoses.v2010,"Apr 6, 2022","Sep 16, 2010","5,000+ ",6.6,HU
MindDoc: Your Companion,PEGI 3,0,True,4.4,37.5K,https://play.google.com/store/apps/details?id=de.moodpath.android,"Jun 1, 2022","Jul 3, 2017","1,000,000+ ",4.17.4,HU
AVAX Blood Pressure Diary,PEGI 3,0,True,4.5,6.42K,https://play.google.com/store/apps/details?id=app.avax.health,"Jun 16, 2022","Dec 31, 2018","100,000+ ",6.9.5,HU
BloodPressureDB,PEGI 3,0,True,3.5,4.63K,https://play.google.com/store/apps/details?id=net.klier.blutdruck,"Jun 7, 2022","Mar 30, 2011","500,000+ ",Varies with device,HU
Petralex Hearing Aid App,PEGI 3,0,True,2.9,7.42K,https://play.google.com/store/apps/details?id=com.it4you.petralex,"Nov 2, 2021","Apr 1, 2014","1,000,000+ ",3.9.8,HU
Blood Pressure Slider,PEGI 3,0,True,4.4,4.18K,https://play.google.com/store/apps/details?id=com.fpmastermindapps.bloodpressureslider,"Sep 8, 2021","Nov 2, 2020","500,000+ ",1.0.3,HU
SkinVision - Find Skin Cancer,PEGI 3,0,False,4.0,3.65K,https://play.google.com/store/apps/details?id=com.rubytribe.skinvision.ac,"Jun 23, 2022","Jul 14, 2015","500,000+ ",6.16.0,HU
"Artmed +PSI - Psicofármacos, Guidelines, DSM, CID",PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=br.com.consultamaisrapida.psiquiatria,"Sep 5, 2021","Sep 17, 2020","10,000+ ",1.0.0,HU
Johns Hopkins Guides ABX...,PEGI 3,0,True,5.0,662,https://play.google.com/store/apps/details?id=com.unbound.android.ubjhl,"May 2, 2022","Jan 20, 2016","10,000+ ",2.8.10,HU
Diabetes,PEGI 3,0,True,4.3,9.76K,https://play.google.com/store/apps/details?id=com.szyk.diabetes,"May 14, 2020","Jan 4, 2013","500,000+ ",4.4,HU
DKP - Diabétesz Kliens Program,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=hu.pharmapromo.dkp,"Feb 21, 2022","Oct 28, 2016","10,000+ ",2.3.96,HU
Pregnancy Food Guide PRO,PEGI 3,£1.69,False,N/A,N/A,https://play.google.com/store/apps/details?id=air.com.kigorosa.lebensmittelampel,"Jul 27, 2020","Jul 6, 2015","5,000+ ",1.1.3,HU
