,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code,Application Type
4798,"Artmed +PSI - Psicofármacos, Guidelines, DSM, CID",PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=br.com.consultamaisrapida.psiquiatria,"Sep 5, 2021","Sep 17, 2020","10,000+ ",1.0.0,CZ,MEDICAL
4799,Diabetes:M - Management & Blood Sugar Tracker App,PEGI 3,0,True,4.2,21.9K,https://play.google.com/store/apps/details?id=com.mydiabetes,"Jan 10, 2022","Apr 16, 2013","500,000+ ",8.0.13,CZ,MEDICAL
4800,Anatomy Learning - 3D Anatomy,PEGI 3,0,True,4.4,103K,https://play.google.com/store/apps/details?id=com.AnatomyLearning.Anatomy3DViewer3,"Mar 29, 2022","Mar 20, 2014","5,000,000+ ",2.1.351,CZ,MEDICAL
4801,Muscle Premium,PEGI 3,£22.49,True,3.9,460,https://play.google.com/store/apps/details?id=com.visiblebody.musclepremium,"Aug 11, 2017","Oct 4, 2016","10,000+ ",7.1.17,CZ,MEDICAL
4802,Vargo Anesthesia Mega App,PEGI 3,£79.99,False,,,https://play.google.com/store/apps/details?id=com.vargoanesthesia.masterapp,"Jun 3, 2022","Feb 14, 2014","5,000+ ",19.5.2,CZ,MEDICAL
4803,Blood Pressure Info 2022,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.blood.bloodpressure.infoapp,"Mar 8, 2022","Feb 17, 2021","100,000+ ",1.1,CZ,MEDICAL
4804,Biloba - On-demand pediatrics,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=ba.bilo.mc,"Jun 7, 2022","Jul 10, 2020","50,000+ ",1.38.3,CZ,MEDICAL
4805,My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,CZ,MEDICAL
4806,3D Anatomy,PEGI 3,£2.39,False,4.7,2.4K,https://play.google.com/store/apps/details?id=com.hssn.anatomy3d,"Mar 12, 2022","Sep 1, 2013","100,000+ ",6.2,CZ,MEDICAL
4807,my213,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.rbp.my213.prod,"Apr 19, 2022","Feb 25, 2021","10,000+ ",1.0.44,CZ,MEDICAL
4808,Pregnancy Food Guide PRO,PEGI 3,£1.69,False,,,https://play.google.com/store/apps/details?id=air.com.kigorosa.lebensmittelampel,"Jul 27, 2020","Jul 6, 2015","5,000+ ",1.1.3,CZ,MEDICAL
4809,VIDAL Mobile,PEGI 3,0,True,4.1,6.58K,https://play.google.com/store/apps/details?id=com.mobicrea.vidal,"Apr 26, 2022","Feb 21, 2013","500,000+ ",Varies with device,CZ,MEDICAL
4810,PMED - Preço de Procedimento,PEGI 3,£4.19,True,,,https://play.google.com/store/apps/details?id=oaz.soft,"Jun 9, 2022","Aug 22, 2012","5,000+ ",11.8,CZ,MEDICAL
4811,AVAX Blood Pressure Diary,PEGI 3,0,True,4.5,6.42K,https://play.google.com/store/apps/details?id=app.avax.health,"Jun 16, 2022","Dec 31, 2018","100,000+ ",6.9.5,CZ,MEDICAL
4812,OptoDrum,PEGI 3,£4.75,False,,,https://play.google.com/store/apps/details?id=com.linsay.optodrumandroid,"Oct 15, 2020","May 23, 2015","5,000+ ",1.0.2,CZ,MEDICAL
4813,Anatomy Quiz Pro,PEGI 3,£3.49,False,,,https://play.google.com/store/apps/details?id=de.streuer.alexander.anatomyquizpro,"Aug 24, 2021","Dec 27, 2015","5,000+ ",4.8.1,CZ,MEDICAL
4814,Sanvello: Anxiety & Depression,None,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,CZ,MEDICAL
4815,Diseases & Disorders,PEGI 3,£0.89,False,,,https://play.google.com/store/apps/details?id=com.soft24hours.directorys.medical.diseasemulti.paid,"Apr 16, 2020","Apr 5, 2016","5,000+ ",Varies with device,CZ,MEDICAL
4816,ZP211,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=definity.android.healthcard,"Apr 28, 2022","Jan 30, 2012","50,000+ ",2.0.0,CZ,MEDICAL
4817,5-Minute Clinical Consult,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.unbound.android.cq59l,"May 2, 2022","May 11, 2015","10,000+ ",2.8.10,CZ,MEDICAL
4818,myNFP,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.mynfp.mobile,"Apr 25, 2022","Aug 22, 2017","100,000+ ",3.6.0,CZ,MEDICAL
4819,Medevio,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.medevio.gateway,"Jun 1, 2022","Mar 28, 2021","10,000+ ",1.9.14.4-production,CZ,MEDICAL
4820,Hearing Test,PEGI 3,0,False,4.4,12.1K,https://play.google.com/store/apps/details?id=mobile.eaudiologia,"Apr 29, 2022","Sep 24, 2013","1,000,000+ ",2.0.26,CZ,MEDICAL
4821,Guía Mensa,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=es.app.guia.mensa,"Jun 20, 2022","Mar 2, 2020","10,000+ ",3.111.0,CZ,MEDICAL
4822,MEDCode: Bulários e Condutas,PEGI 3,0,True,5.0,2.03K,https://play.google.com/store/apps/details?id=br.com.medsos.sosplantao,"Jun 22, 2022","Mar 28, 2019","50,000+ ",3.0.3,CZ,MEDICAL
4823,ZnamyLekar - Objednejte se,PEGI 3,,False,1.8,495,https://play.google.com/store/apps/details?id=cz.znamylekar,"Jun 21, 2022","Jun 11, 2013","50,000+ ",5.33.0,CZ,MEDICAL
4824,BENU aplikace,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.benu.lekarna,"Jan 13, 2022","Apr 20, 2020","50,000+ ",1.4.3,CZ,MEDICAL
4825,Logopedie 1 : výslovnost (licence pro 1 uživatele),PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.pmqsoftware.logopedie.cz1,"Dec 18, 2020","May 16, 2017","50,000+ ",2.33,CZ,MEDICAL
4826,Sunna Médecine,PEGI 3,£0.99,False,,,https://play.google.com/store/apps/details?id=com.decodev.sunna_medecin,"Mar 8, 2022","Mar 8, 2022",10+ ,1.0.0,CZ,MEDICAL
4827,AlbuSoins,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=fr.albus.albusoins,"May 2, 2022","Nov 17, 2016","10,000+ ",1.4.8,CZ,MEDICAL
4828,Blood Pressure Tracker,PEGI 3,0,True,4.8,13.5K,https://play.google.com/store/apps/details?id=com.aadhk.lite.bptracker,"May 11, 2022","Oct 24, 2011","1,000,000+ ",12.5.0-inApp,CZ,MEDICAL
4829,Human Anatomy Atlas 2021,PEGI 3,£21.49,True,4.5,10.1K,https://play.google.com/store/apps/details?id=com.visiblebody.atlas,"Mar 17, 2021","Sep 30, 2016","100,000+ ",2021.2.27,CZ,MEDICAL
4830,iklient,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=cz.xdent.iklient.cz,"Dec 8, 2020",,"5,000+ ",1.3.0,CZ,MEDICAL
4831,Body Temperature Tracker,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.innovationmobileapps.bodytemperature,"Mar 9, 2022","May 3, 2021","100,000+ ",2.7,CZ,MEDICAL
4832,DrugDoses,PEGI 3,£10.32,True,4.1,272,https://play.google.com/store/apps/details?id=com.DrugDoses.v2010,"Apr 6, 2022","Sep 16, 2010","5,000+ ",6.6,CZ,MEDICAL
4833,myCANADIAN,PEGI 3,0,False,4.3,248,https://play.google.com/store/apps/details?id=cz.canadian.my.app,"May 27, 2022","Jun 30, 2020","5,000+ ",1.10.0,CZ,MEDICAL
4834,SimMon,PEGI 3,£18.49,False,,,https://play.google.com/store/apps/details?id=dk.castleandersen.simmon,"Oct 27, 2020","Oct 23, 2019",500+ ,1.1,CZ,MEDICAL
4835,Dilumed,PEGI 3,£0.59,False,,,https://play.google.com/store/apps/details?id=com.dilumed.pay,"Sep 27, 2021","Sep 27, 2021","1,000+ ",1.0,CZ,MEDICAL
4836,OnlineAmbulance,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.mojeambulance.app,"May 4, 2022",,"10,000+ ",1.9.0,CZ,MEDICAL
4837,mVITAKARTA,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.styrax.dol.android,"Mar 3, 2022","Mar 27, 2013","50,000+ ",5.5.08,CZ,MEDICAL
4838,Pedi STAT,PEGI 3,£4.89,False,4.3,171,https://play.google.com/store/apps/details?id=com.qxmd.pedistat,"Nov 9, 2021","Oct 6, 2010","10,000+ ",3.0.5,CZ,MEDICAL
4839,Zvíře v nouzi,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.uhk.fim.zvirevnouzi,"Dec 28, 2021","Mar 3, 2017","10,000+ ",1.2,CZ,MEDICAL
4840,Blood Pressure Diary,PEGI 3,0,True,4.7,70K,https://play.google.com/store/apps/details?id=com.bluefish.bloodpressure,"Apr 14, 2020","Dec 2, 2018","1,000,000+ ",0.1.17,CZ,MEDICAL
4841,BOS Funk Deutschland,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=de.rettungsdienst_app.bosd,"Jan 18, 2022",,"5,000+ ",4.2.1,CZ,MEDICAL
4842,Můj Dr.Max,None,,False,,,https://play.google.com/store/apps/details?id=cz.drmax.app,"Jun 9, 2021",,"100,000+ ",1.11.0,CZ,MEDICAL
4843,Sanford Guide,PEGI 3,0,True,4.2,3.48K,https://play.google.com/store/apps/details?id=com.sanfordguide.amt,"May 10, 2022","Aug 4, 2014","100,000+ ",5.1.13,CZ,MEDICAL
4844,Geeky Medics - OSCE revision,PEGI 3,0,True,3.8,941,https://play.google.com/store/apps/details?id=com.geekymedics.oscerevision,"Nov 8, 2021","May 9, 2016","100,000+ ",3.75,CZ,MEDICAL
4845,EMT PASS- NEW,PEGI 3,£18.49,False,,,https://play.google.com/store/apps/details?id=com.limmercreative.passengine.emt,"Apr 6, 2021","Mar 4, 2020","1,000+ ",1.1.3,CZ,MEDICAL
4846,AlergoStop - Váš pomocník při alergii,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.pearshealthcyber.alergostop,"Nov 26, 2021","Mar 26, 2021","1,000+ ",1.4.0,CZ,MEDICAL
4847,CONTOUR DIABETES app (CZ),PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.ascensia.contour.cz,"May 30, 2022",,"5,000+ ",3.1.0,CZ,MEDICAL
4848,Pilulka,PEGI 3,0,False,4.8,11.2K,https://play.google.com/store/apps/details?id=cz.pilulka.shop,"Jun 20, 2022","Dec 17, 2021","100,000+ ",6.21.8/deploy,CZ,MEDICAL
4849,BloodPressureDB,PEGI 3,0,True,3.5,4.63K,https://play.google.com/store/apps/details?id=net.klier.blutdruck,"Jun 7, 2022","Mar 30, 2011","500,000+ ",Varies with device,CZ,MEDICAL
4850,Záchranka,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.medicalit.zachranka,"May 6, 2022","Dec 16, 2020","1,000,000+ ",Varies with device,CZ,MEDICAL
4851,Zdravi na klik,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.definitysystems.ZdraviNaKlik,"Jun 25, 2021","Mar 2, 2018","10,000+ ",2.1.2,CZ,MEDICAL
4852,meditorium,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.schilumedia.meditorium,"May 27, 2022","Jul 24, 2013","50,000+ ",2.2.17,CZ,MEDICAL
4853,Complete Anatomy 2022,PEGI 3,0,True,3.6,6.72K,https://play.google.com/store/apps/details?id=com.a3d4medical.completeanatomy,"May 23, 2022","Jun 19, 2018","500,000+ ",8.6.0,CZ,MEDICAL
4854,Recognise Foot,PEGI 3,£6.99,False,,,https://play.google.com/store/apps/details?id=au.com.appliquette.recognise.foot,"May 16, 2019","Mar 2, 2016","5,000+ ",1.0.6,CZ,MEDICAL
4855,FP Notebook,PEGI 3,0,True,4.2,640,https://play.google.com/store/apps/details?id=com.usbmis.troposphere.fpnb,"Apr 26, 2022","Jun 3, 2014","50,000+ ",3.1.3.510,CZ,MEDICAL
4856,Davis's Drug Guide,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.unbound.android.cqddl,"Jun 6, 2022","Jun 25, 2015","100,000+ ",2.8.04,CZ,MEDICAL
4857,ICU Trials by ClinCalc,PEGI 3,£3.83,False,4.6,183,https://play.google.com/store/apps/details?id=com.clincalc.icutrials,"Mar 11, 2022","Jun 9, 2012","5,000+ ",3.2,CZ,MEDICAL
4858,Curable Pain Relief,PEGI 3,0,True,4.3,809,https://play.google.com/store/apps/details?id=com.curablehealth.clara,"Mar 4, 2022","Dec 19, 2017","100,000+ ",4.13.3,CZ,MEDICAL
4859,Medicina Hospitalaria,PEGI 3,£6.49,False,,,https://play.google.com/store/apps/details?id=lhidalgo42.nicolas.triantafilo,"Feb 17, 2019","Dec 10, 2017","10,000+ ",2.1.8,CZ,MEDICAL
4860,VšZP,PEGI 3,0,False,4.3,17.9K,https://play.google.com/store/apps/details?id=sk.vszp.vszp,"Jun 2, 2022","Aug 22, 2019","500,000+ ",5.10.0,CZ,MEDICAL
4861,CoPE Paediatric Emergency,PEGI 3,£0.81,False,,,https://play.google.com/store/apps/details?id=dk.centic.cope,"Jan 18, 2019","Aug 26, 2013","1,000+ ",2.0-cope,CZ,MEDICAL
4862,ASCCP Management Guidelines,PEGI 3,£9.49,False,,,https://play.google.com/store/apps/details?id=org.asccp.app2019,"Feb 9, 2022","Jun 20, 2020","10,000+ ",1.7,CZ,MEDICAL
4863,INR Diary,PEGI 3,£2.09,False,,,https://play.google.com/store/apps/details?id=be.webfactor.inrdiaryplus,"Feb 6, 2022","May 19, 2020","1,000+ ",2.2.2,CZ,MEDICAL
4864,Homeopathy at Home,PEGI 3,£1.99,False,,,https://play.google.com/store/apps/details?id=homeopat1app.homeopat1,"Nov 19, 2021","Oct 20, 2021",100+ ,1.0.0,CZ,MEDICAL
4865,Visual Anatomy 2,PEGI 3,£1.59,False,4.6,939,https://play.google.com/store/apps/details?id=com.hssn.anatomy2,"Jun 9, 2022","Aug 22, 2014","10,000+ ",Varies with device,CZ,MEDICAL
4866,Blood Pressure,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.photomakerkeelin.bloodpressure,"Mar 14, 2021","Feb 23, 2021","100,000+ ",1.0,CZ,MEDICAL
4867,e-motion® M25,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.alber.emotion_m25,"Apr 13, 2022","Oct 2, 2018","5,000+ ",2.4.0.0-162,CZ,MEDICAL
4868,Language Therapy: Aphasia,PEGI 3,£64.99,False,4.6,76,https://play.google.com/store/apps/details?id=com.tactustherapy.languagetherapy,"Jun 17, 2022","Feb 29, 2016","1,000+ ",4.0.195,CZ,MEDICAL
4869,Petralex Hearing Aid App,PEGI 3,0,True,2.9,7.42K,https://play.google.com/store/apps/details?id=com.it4you.petralex,"Nov 2, 2021","Apr 1, 2014","1,000,000+ ",3.9.8,CZ,MEDICAL
4870,Preventivka,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.loono.app,"Jun 17, 2022","May 18, 2022",500+ ,0.3.14,CZ,MEDICAL
4871,Sick child log,PEGI 3,0,True,3.7,249,https://play.google.com/store/apps/details?id=cz.strnadatka.teplutkomer,"Dec 11, 2020","Jul 16, 2017","100,000+ ",2.5.1,CZ,MEDICAL
4872,Full Code - Emergency Medicine Simulation,PEGI 3,0,True,4.2,2.2K,https://play.google.com/store/apps/details?id=com.minerva_medical.minerva,"Apr 20, 2022","Aug 9, 2018","100,000+ ",2.9,CZ,MEDICAL
4873,mojeEUC Lékař online & Erecept,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=cz.euc.mobile,"Jun 14, 2022",,"50,000+ ",1.2.12,CZ,MEDICAL
4874,PeduliLindungi,PEGI 3,0,False,2.2,954K,https://play.google.com/store/apps/details?id=com.telkom.tracencare,"Jun 11, 2022","Aug 2, 2021","50,000,000+ ",4.4.6,CZ,MEDICAL
4875,eRecept,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=cz.sukl.ereceptpacient,"Feb 25, 2021","Aug 4, 2017","50,000+ ",11.0,CZ,MEDICAL
4876,WIDEX TONELINK,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.widex.arc,"Mar 2, 2020","Apr 24, 2018","100,000+ ",1.3.0 (43),CZ,MEDICAL
4877,FibriCheck,PEGI 3,0,True,3.3,6.32K,https://play.google.com/store/apps/details?id=com.qompium.fibricheck,"Jun 2, 2022","Aug 23, 2016","500,000+ ",2.3.0,CZ,MEDICAL
4878,e-Anatomy,PEGI 18,0,True,3.9,2.82K,https://play.google.com/store/apps/details?id=net.imaios.eanatomy,"May 17, 2022","Oct 20, 2011","500,000+ ",5.2.7,CZ,MEDICAL
4879,Dexcom Follow mmol/L DXCM1,PEGI 3,0,False,2.6,466,https://play.google.com/store/apps/details?id=com.dexcom.follow.region1.mmol,"Mar 3, 2022","Sep 30, 2015","50,000+ ",4.4.0,CZ,MEDICAL
4880,mySugr - Diabetes Tracker Log,PEGI 3,0,True,4.4,68.4K,https://play.google.com/store/apps/details?id=com.mysugr.android.companion,"Jun 20, 2022","Dec 6, 2013","1,000,000+ ",3.92.33,CZ,MEDICAL
4881,Rost Moves for Mamas,PEGI 3,£4.19,False,,,https://play.google.com/store/apps/details?id=nl.xlwebsolutions.android.dynabloqs.rostmoves,"Jun 1, 2022","Apr 5, 2022",100+ ,1.16,CZ,MEDICAL
4882,Ratownictwo medyczne algorytmy,PEGI 3,£6.49,False,,,https://play.google.com/store/apps/details?id=pl.waw.bitmed.protokols,"Jun 23, 2022","Apr 29, 2014","5,000+ ",14.4.0,CZ,MEDICAL
4883,Paediatric Emergencies,PEGI 3,£4.99,False,4.7,122,https://play.google.com/store/apps/details?id=com.itdcs.paediatricemergency,"Jan 9, 2022","Apr 1, 2014","5,000+ ",22.01,CZ,MEDICAL
4884,Journal Club: Medicine,PEGI 3,£6.49,False,4.7,263,https://play.google.com/store/apps/details?id=org.wikijournalclub,"Sep 12, 2019","Mar 9, 2013","10,000+ ",Varies with device,CZ,MEDICAL
4885,Moje VZP,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=com.vzpcr.cdeskmobile,"Feb 1, 2022",,"100,000+ ",229.0,CZ,MEDICAL
4886,VeinSeek,PEGI 3,£2.99,False,1.4,359,https://play.google.com/store/apps/details?id=com.vs.veinseek,"Dec 5, 2017","Feb 10, 2017","10,000+ ",Varies with device,CZ,MEDICAL
4887,Moje Magistra,PEGI 3,,False,,,https://play.google.com/store/apps/details?id=cz.iquest.magistra,"Apr 27, 2022",,"10,000+ ",1.96,CZ,MEDICAL
4888,ASRA Coags,PEGI 3,£3.79,False,,,https://play.google.com/store/apps/details?id=com.asra.asracoags,"Mar 10, 2022","May 26, 2015","10,000+ ",2.3.3,CZ,MEDICAL
4889,Medical ID (premium),PEGI 3,£4.99,False,4.7,2.23K,https://play.google.com/store/apps/details?id=app.medicalid,"May 9, 2022","Jun 28, 2014","10,000+ ",7.15.1,CZ,MEDICAL
4890,Davis's Drug Guide for Nurses,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.usbmis.reader.dadg,"Jun 4, 2022","Jul 5, 2011","100,000+ ",6.3.1.475,CZ,MEDICAL
4891,MindDoc: Your Companion,PEGI 3,0,True,4.4,37.5K,https://play.google.com/store/apps/details?id=de.moodpath.android,"Jun 1, 2022","Jul 3, 2017","1,000,000+ ",4.17.4,CZ,MEDICAL
4892,Mediately Databáze Léčiv,PEGI 3,,True,,,https://play.google.com/store/apps/details?id=com.mediately.drugs.cze,"Jun 1, 2022","Jul 1, 2014","50,000+ ",8.7.1,CZ,MEDICAL
4893,Blood Pressure Slider,PEGI 3,0,True,4.4,4.18K,https://play.google.com/store/apps/details?id=com.fpmastermindapps.bloodpressureslider,"Sep 8, 2021","Nov 2, 2020","500,000+ ",1.0.3,CZ,MEDICAL
4894,Freya • Surge Timer,PEGI 3,£2.49,False,3.9,284,https://play.google.com/store/apps/details?id=com.thepositivebirthcompany.freyasurgetimer,"Jun 12, 2020","Dec 23, 2019","10,000+ ",2.0.56,CZ,MEDICAL
4895,Push Doctor - Online Doctor Appointments & Advice,PEGI 3,0,False,4.7,10.2K,https://play.google.com/store/apps/details?id=com.pushdr.application,"Jun 9, 2022","Sep 28, 2016","100,000+ ",5.6.0,GB,MEDICAL
4896,Chemist4U NHS Prescriptions,PEGI 3,0,False,4.2,54,https://play.google.com/store/apps/details?id=org.innox.c4u_mobile_app,"May 22, 2022","Sep 22, 2021","10,000+ ",2.19,GB,MEDICAL
4897,My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,GB,MEDICAL
4898,minuteful - kidney test,PEGI 3,0,False,4.7,16.9K,https://play.google.com/store/apps/details?id=io.healthy.acr.minuteful,"May 23, 2022","Dec 15, 2020","50,000+ ",7.9.0,GB,MEDICAL
4899,Christella VoiceUp,PEGI 3,0,True,3.7,122,https://play.google.com/store/apps/details?id=co.speechtools.christellamtf,"May 24, 2021","Feb 9, 2017","10,000+ ",7.0.2,GB,MEDICAL
4900,Patient Access,PEGI 3,0,False,4.6,116K,https://play.google.com/store/apps/details?id=uk.co.patient.patientaccess,"Jun 10, 2022","Mar 8, 2013","1,000,000+ ",2.7.15.1,GB,MEDICAL
4901,OR-App,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.xiphias.surgical,"Mar 17, 2019","Jun 1, 2018","1,000+ ",1.1.5,GB,MEDICAL
4902,Hey Pharmacist,PEGI 3,0,False,4.7,3.39K,https://play.google.com/store/apps/details?id=uk.co.dimec.pharmacy,"Jun 23, 2022","Feb 26, 2016","100,000+ ",4.3.3,GB,MEDICAL
4903,Pregnancy Tracker,PEGI 3,0,True,4.9,314K,https://play.google.com/store/apps/details?id=com.easymobs.pregnancy,"Jun 21, 2022","May 4, 2016","5,000,000+ ",1.2.84,GB,MEDICAL
4904,LloydsDirect NHS Prescriptions,PEGI 3,0,False,4.6,25.8K,https://play.google.com/store/apps/details?id=echo.co.uk,"May 19, 2022","Jul 13, 2017","500,000+ ",5.29.0,GB,MEDICAL
4905,Lexicomp,PEGI 3,0,True,4.4,2.47K,https://play.google.com/store/apps/details?id=com.lexi.android,"Apr 19, 2022","Apr 7, 2010","500,000+ ",Varies with device,GB,MEDICAL
4906,Natural Cycles - Birth Control,PEGI 3,0,False,4.9,17.9K,https://play.google.com/store/apps/details?id=com.naturalcycles.cordova,"Jun 16, 2022","Apr 17, 2014","500,000+ ",4.5.8,GB,MEDICAL
4907,Monash University FODMAP diet,PEGI 3,£5.60,False,3.5,2.47K,https://play.google.com/store/apps/details?id=com.monashuniversity.fodmap,"Jan 18, 2022","Nov 6, 2013","100,000+ ",3.0.9,GB,MEDICAL
4908,Health Passport Worldwide,PEGI 3,0,False,2.0,419,https://play.google.com/store/apps/details?id=ie.healthpassportireland.patient,"Mar 31, 2022","Feb 2, 2021","100,000+ ",1.9.0,GB,MEDICAL
4909,SkinScreener,PEGI 3,0,True,3.7,229,https://play.google.com/store/apps/details?id=at.skinscreener,"Mar 28, 2022","Oct 2, 2020","50,000+ ",2.16.38,GB,MEDICAL
4910,Babylon: Healthcare when you need it,PEGI 3,0,False,4.5,12.2K,https://play.google.com/store/apps/details?id=com.babylon,"Jun 16, 2022","Apr 18, 2014","500,000+ ",47.0.0.300012759,GB,MEDICAL
4911,Freya • Surge Timer,PEGI 3,£2.49,False,3.9,284,https://play.google.com/store/apps/details?id=com.thepositivebirthcompany.freyasurgetimer,"Jun 12, 2020","Dec 23, 2019","10,000+ ",2.0.56,GB,MEDICAL
4912,FreeStyle LibreLink - GB,PEGI 3,0,False,2.7,2.11K,https://play.google.com/store/apps/details?id=com.freestylelibre.app.gb,"Mar 11, 2021","Feb 5, 2018","100,000+ ",2.5.3,GB,MEDICAL
4913,Badger Notes,PEGI 3,0,False,4.5,2.14K,https://play.google.com/store/apps/details?id=clevermed.clevermed_patientportal_mobile_maternitynotes_droid,"Jun 8, 2022","Aug 30, 2017","100,000+ ",54.1,GB,MEDICAL
4914,CFR PLUS,PEGI 3,0,True,4.4,15,https://play.google.com/store/apps/details?id=uk.co.classprofessional.cfr,"Jul 26, 2021","Jun 22, 2020","1,000+ ",1.0.7,GB,MEDICAL
4915,Foundation Doctor Handbook,PEGI 3,£2.99,False,4.8,17,https://play.google.com/store/apps/details?id=com.doctors_handbook.foundationdoctorshandbook,"Aug 4, 2021","Jul 19, 2019","1,000+ ",18.0,GB,MEDICAL
4916,Essential Anatomy 5,PEGI 3,£14.99,False,3.5,2.24K,https://play.google.com/store/apps/details?id=com.the3d4medical.EssentialAnatomy,"Feb 1, 2022","May 14, 2014","50,000+ ",1.2.0,GB,MEDICAL
4917,Moodfit: Mental Health Fitness,PEGI 3,0,True,4.4,643,https://play.google.com/store/apps/details?id=com.robleridge.Moodfit,"Jun 17, 2022","Jan 4, 2017","50,000+ ",2.28,GB,MEDICAL
4918,Squeezy Men: NHS Pelvic Floor,PEGI 3,£2.99,False,3.7,39,https://play.google.com/store/apps/details?id=com.propagator.squeezyformen,"Apr 26, 2017","Nov 11, 2014","1,000+ ",1.2.11,GB,MEDICAL
4919,mySugr - Diabetes Tracker Log,PEGI 3,0,True,4.4,68.4K,https://play.google.com/store/apps/details?id=com.mysugr.android.companion,"Jun 20, 2022","Dec 6, 2013","1,000,000+ ",3.92.33,GB,MEDICAL
4920,Paediatric Emergencies,PEGI 3,£4.99,False,4.7,122,https://play.google.com/store/apps/details?id=com.itdcs.paediatricemergency,"Jan 9, 2022","Apr 1, 2014","5,000+ ",22.01,GB,MEDICAL
